,Make,Model,Variant,Ex_Showroom_Price,Launch_year,Purchased_Month,Distribution_chanel,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Sales_per_year_in_lakhs,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Ker_Weight,Gears,Ground_Clearance,Front_rakes,Rear_rakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,horsepower,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelase,Wheels_Size,Start_/_Stop_utton,12v_Power_Outlet,Audiosystem,Aux-in_Compatiility,Average_Fuel_Consumption,asic_Warranty,luetooth,oot-lid_Opener,oot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Diing_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-elt_in_Middle_Rear_Seat,Amient_Lightning,Cargo/oot_Lights,Drive_Modes,Engine_Ioilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-elt_Reminder,Seat_ack_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,AS_(Anti-lock_raking_System),Headlight_Reminder,Adjustale_Headrests,Gross_Vehicle_Weight,Airags,Door_Ajar_Warning,ED_(Electronic_rake-force_Distriution),Fasten_Seat_elt_Warning,Gear_Shift_Reminder,Numer_of_Airags,Compression_Ratio,Adjustale_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,US_Compatiility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EA_(Electronic_rake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatiility,ESP_(Electronic_Staility_Program),Cooled_Glove_ox,Recoended_Tyre_Pressure,Heated_Seats,Turocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlam,Engine_Type,ASR_/_Traction_Control,Cruise_Control,US_Ports,Heads-Up_Display,Welcome_Lights,attery,Electric_Range
675,Mahindra,Xuv500,G At,"Rs. 16,10,180",2010,March,Showroom,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,7,70 litres,Petrol,1785,4585,1890,SUV,5,17 km/litre,,13.85 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,235/65R17,235/65R17,Electric Power,All Windows,,Yes,1404,320Nm2000 - 3000rpm,Digital,Analog,Analog,Yes,7,Faric,Automatic,2700,235/65R17,Yes,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,With Remote,96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,Yes,2,16.05.01,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
676,Mahindra,Xuv500,W7,"Rs. 14,18,313",2010,May,Showroom,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,7.66,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,15.1 km/litre,15.1 km/litre,,1785 kg,6,200,Solid Disc,Solid Disc,McPherson type with anti-roll ar,Multilink type with anti-roll ar,1600,1600,P235/65 R17,P235/65 R17,Hydraulic Power,All Windows,Yes,Smart Key,155,330Nm1750-2800rpm,,,Yes,,7,Faric,Manual,2700,17,Yes,,CD Player with US & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,,Yes,,Yes,Digital,Yes,,Yes,,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,,Manual,Analog,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,,,Yes,2450 kg,"Driver frontal airag, Front passenger frontal airag",Yes,,Yes,,2,16.5,"Rake, Reach",,Air Conditioner : Standard,,,Yes,,,,Touch Sensitive,Yes,,,Electric Adjustment,Yes,Yes,,,Yes,,Yes,,,Yes,,Yes,,,,,,Yes,,,,,
677,Mahindra,Xuv500,W7 At,"Rs. 15,39,488",2010,April,Showroom,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,6.7,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/65R17,P235/65R17,Electric Power,All Windows,,Yes,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Faric,Automatic,2700,P235/65R17,Yes,3,CD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airag, Front passenger frontal airag, Drive side airag",Yes,Yes,Yes,Yes,6,16.05.01,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
678,Mahindra,Xuv500,W9,"Rs. 15,88,943",2010,April,Showroom,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,5.66,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/65R15,P235/65R15,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700,P235/65R15,Yes,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,Yes,2,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
679,Mahindra,Xuv500,W9 At,"Rs. 17,10,118",2010,Octoer,Showroom,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,7,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/65R17,P235/65R17,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700,P235/65R17,Yes,3,CD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airag, Drive side airag",Yes,Yes,Yes,Yes,2,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
680,Mahindra,Xuv500,W11,"Rs. 17,16,319",2010,Novemer,Showroom,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,4.55,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/65R15,P235/65R15,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700,P235/65R15,,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags",Yes,Yes,Yes,Yes,6,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
681,Mahindra,Xuv500,W11 At,"Rs. 18,37,586",2010,April,Showroom,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,5,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/65R17,P235/65R17,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700,P235/65R17,Yes,3,CD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Drive side airag",Yes,Yes,Yes,Yes,6,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
682,Mahindra,Xuv500,W11 (O),"Rs. 17,41,319",2009,April,Showroom,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,4.21,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/60 R18,P235/60 R18,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700,P235/60 R18,,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags",Yes,Yes,Yes,Yes,6,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
683,Mahindra,Xuv500,W11 (O) At,"Rs. 18,62,586",2009,May,Showroom,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,4.02,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/60 R18,P235/60 R18,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700,P235/60 R18,Yes,3,CD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Drive side airag",Yes,Yes,Yes,Yes,6,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
684,Mahindra,Xuv500,W11 (O) Awd,"Rs. 18,52,488",2010,March,Resale,2179 cc,4,4,AWD (All Wheel Drive),In-line,S IV,"Front, Transverse",Injection,2.3,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/60 R18,P235/60 R18,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700,P235/60 R18,,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags",Yes,Yes,Yes,Yes,6,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
685,Mahindra,Xuv500,W11 (O) Awd At,"Rs. 19,73,664",2010,March,Resale,2179 cc,4,4,AWD (All Wheel Drive),In-line,S IV,"Front, Transverse",Injection,2.34,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/60 R18,P235/60 R18,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700,P235/60 R18,Yes,3,CD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Drive side airag",Yes,Yes,Yes,Yes,6,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
686,Mahindra,Xuv500,W3,"Rs. 12,30,924",2009,January,Resale,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,3.4,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink type with anti-roll ar,1600,1600,P235/65 R17,P235/65 R17,Electric Power,All Windows,,,155,360Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Faric,Manual,2700,P235/65 R17,,Yes,Not on offer,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,96 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airag, Front passenger frontal airag",,Yes,Yes,,2,16.05.01,Rake,,,,Yes,,,,,,,,,Manual Adjustment,,Yes,,Yes,,,,,,Yes,,,,,,,,,,,,,
687,Mahindra,E Verito,D4,"Rs. 12,93,214",2009,April,Showroom,72 cc,,,FWD (Front Wheel Drive),,,,,10.3,,Electric,1540,4247,1740,Sedan,4,28 km/litre,,,,,,,Ventilated Disc,Drum,Macpherson-type with wishone link,H-Section torsion eam with prograed deflection-coil spring,,,185/70R14,185/70R14,Electro-Hydraulic,All Windows,,Remote,413,91Nm3000rpm,Digital,Yes,Analog,Yes,5,Faric,Automatic,2630,185/70R14,,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,,"2 Years / 40,000 Kms (Whichever comes earlier)",,Internal,510 litres,Yes,,Yes,Digital,Centre,Yes,"Front, Front & Rear",Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.25 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,Yes,,,,,,Yes,,,,Yes,,,,Yes,All Rows,1700 kg,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ampere-hour,110 km/full charge
688,Mahindra,E Verito,D2,"Rs. 12,67,208",2010,April,Showroom,72 cc,,,FWD (Front Wheel Drive),,,,,9.91,,Electric,1540,4247,1740,Sedan,4,28 km/litre,,,,,,,Ventilated Disc,Drum,Macpherson-type with wishone link,H-Section torsion eam with prograed deflection-coil spring,,,185/70R14,185/70R14,Electro-Hydraulic,All Windows,,,413,91Nm3000rpm,Digital,Analog,Analog,Yes,5,Faric,Automatic,2630,185/70R14,,1,Not on offer,,,"2 Years / 50,000 Kms (Whichever comes earlier)",,Internal,510 litres,,,Yes,,Centre,Yes,,,3rd Year / up to 75000km from the date of delivery (whichever comes first),,Internal,Digital,Manual,Analog,Yes,5.25 meter,Yes,Driver & Front Passenger,Not Applicale,Manual Air conditioning with cooling and heating,,Yes,,,,,,Yes,,,,Yes,,,,,All Rows,1700 kg,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ampere-hour,110 km/full charge
689,Mahindra,E Verito,D6,"Rs. 13,03,241",2010,March,Showroom,72 cc,,,FWD (Front Wheel Drive),,,,,10.7,,Electric,1540,4247,1740,Sedan,4,28 km/litre,,,,,,,Ventilated Disc,Drum,Macpherson-type with wishone link,H-Section torsion eam with prograed deflection-coil spring,,,185/70R14,185/70R14,Electro-Hydraulic,All Windows,,Remote,413,91Nm3000rpm,Digital,Analog,Analog,Yes,5,Faric,Automatic,2630,185/70R14,,Yes,CD Player with US & Aux-in,Yes,,"2 Years / 40,000 Kms (Whichever comes earlier)",,Internal,510 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.25 meter,Yes,Driver & Front Passenger,Not Applicale,Manual Air conditioning with cooling and heating,,Yes,,,,,,Yes,,,,Yes,,,,Yes,All Rows,1700 kg,,Yes,,,,,,,,,,Yes,Yes,,,Yes,,,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,200 ampere-hour,110 km/full charge
949,Mahindra,Tuv300,T4 Plus,"Rs. 8,54,328",2011,January,Showroom,1493 cc,3,4,RWD (Rear Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,9,60 litres,Diesel,1817,3995,1835,SUV,5,18.49 km/litre,,18.49 km/litre,,1590 kg,5,184,Ventilated Disc,Drum,Doule wishone,Rigid Axle Multi-Link,,,215/75R15,215/75R15,Electric Power,All Windows,,,84,240Nm1600-2800rpm,Digital,Analog,Analog,Yes,7,Faric,Manual,2680,215/75R15,,Yes,Not on offer,,Yes,3 years /100000 Kms (years/distance whichever comes first),,Internal,384 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,4 years /100000 Kms (years/distance whichever comes first),,Manual,Digital,Manual,Analog + Digital,Yes,5.35 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,Yes,Yes,,,Yes,,Front Row,2225 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,,2,,Rake,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,
950,Mahindra,Tuv300,T6 Plus,"Rs. 9,14,328",2010,January,Showroom,1493 cc,3,4,RWD (Rear Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,8.1,60 litres,Diesel,1817,3995,1835,SUV,5,18.49 km/litre,,18.49 km/litre,,1590 kg,5,184,Ventilated Disc,Drum,Doule wishone,Rigid Axle Multi-Link,,,215/75R15,215/75R15,Electric Power,All Windows,,Remote,84,240Nm1600-2800rpm,Digital,Analog,Analog,Yes,7,Faric,Manual,2680,215/75R15,,2,CD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,384 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,4 years /100000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.35 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,,,,,Yes,,Yes,,Front Row,2225 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,,2,,Rake,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,
951,Mahindra,Tuv300,T8,"Rs. 9,76,592",2011,April,Showroom,1493 cc,3,4,RWD (Rear Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,8,60 litres,Diesel,1817,3995,1835,SUV,5,18.49 km/litre,,18.49 km/litre,,1590 kg,5,184,Ventilated Disc,Drum,Doule wishone,Rigid Axle Multi-Link,,,215/75R15,215/75R15,Electric Power,All Windows,,Remote,84,240Nm1600-2800rpm,Digital,Analog,Analog,Yes,7,Faric,Manual,2680,215/75R15,,2,CD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,384 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,4 years /100000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.35 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Front Row,2225 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,,2,,Rake,,,,,Yes,,,Yes,Yes,Multifunction Steering Wheel,,,Manual Adjustment,,,,,,,,,,Yes,Yes,,,,,,,,,,,,
952,Mahindra,Tuv300,T10,"Rs. 9,99,614",2011,March,Franchise,1493 cc,3,4,RWD (Rear Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,7.9,60 litres,Diesel,1839,3995,1835,SUV,5,18.49 km/litre,,18.49 km/litre,,1590 kg,5,184,Ventilated Disc,Drum,Doule wishone,Rigid Axle Multi-Link,,,215/75R15,215/75R15,Electric Power,All Windows,,Remote,100,240Nm1500-2250rpm,Digital,Analog,Analog,Yes,7,Faric,Manual,2680,215/75R15,,2,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),,"Manual, Internal",384 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,4 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, Manual",Digital,Manual,Analog + Digital,Yes,5.35 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,Normal,Yes,,,,Yes,,,Yes,,Front Row,2225 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,
